EarthRef.org -- GERM Partition Coefficient (Kd) Database
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen

DATA:
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	60	Nd			.38	.51	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	62	Sm			.49	.92	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	63	Eu			.75	1.02	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	64	Gd			.7	1.1	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	65	Tb	1.04	.3			Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	66	Dy			.82	1.07	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	67	Ho			.77	.94	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	68	Er	.76	.21			Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	69	Tm			.7	1.1	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	70	Yb			.7	1	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	71	Lu			.61	.83	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	72	Hf			.58	6.27	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	73	Ta			.06	.407	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Na2O-CaO-MgO-Al2O3-SiO2	Clinopyroxene	74	W			.0003	.005	Experimental	Hill et al. 2000	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	3	Li			.16	.25	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	11	Na			.18	.25	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	12	Mg			7.3	11.7	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	13	Al			.17	.32	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	19	K	.03	.016			Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	20	Ca			6.27	19.1	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	22	Ti			.28	1.04	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	24	Cr	27	5			Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	38	Sr			.23	.39	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	40	Zr			.14	.23	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	55	Cs			.0005	.023	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	57	La			.13	.67	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	60	Nd			.41	2.06	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	62	Sm			.76	3.06	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	63	Eu			.19	2.65	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	65	Tb			1.14	1.86	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	68	Er			.98	3.21	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Synthetic Dacite	Clinopyroxene	70	Yb			.85	2.69	Experimental	Huang et al. 2006	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	57	La			.02	.1	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce			.03	.2	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	59	Pr			.04	.3	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	60	Nd			.06	.3	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	61	Pm			.07	.5	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	62	Sm			.1	.8	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	63	Eu			.2	.7	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	64	Gd			.2	.8	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	65	Tb			.3	.9	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	66	Dy			.3	.9	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	67	Ho			.3	1	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	68	Er			.3	1	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	69	Tm			.2	1	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	70	Yb			.2	.9	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	71	Lu			.1	.9	Phenocryst-Matrix, Graphical	Irving & Frey 1984	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	21	Sc	1.42				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	22	Ti	.37				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	23	V	4.82				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	38	Sr	.096				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	39	Y	.72				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	40	Zr	.21				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	41	Nb	.004				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce	.1				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	72	Hf	.019				Experimental	Jenner et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	22	Ti	.34				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	22	Ti	.347				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	38	Sr	.095				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	38	Sr	.096				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	39	Y	.421				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	39	Y	.412				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	40	Zr	.128				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	40	Zr	.119				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	41	Nb	.119				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	41	Nb	.004				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	57	La	.05				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce	.072				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce	.07				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	60	Nd	.177				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	60	Nd	.178				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	62	Sm	.281				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	62	Sm	.293				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	63	Eu	.32				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	66	Dy	.42				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	66	Dy	.38				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	68	Er	.36				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	68	Er	.37				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	70	Yb	.432				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	70	Yb	.4				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	71	Lu	.439				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	71	Lu	.449				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	72	Hf	.23				Experimental	Johnson 1994	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	72	Hf	.2				Experimental	Johnson 1998	Solid-Melt		08-DEC-2008
Basalt	Clinopyroxene	22	Ti			.41	.56	Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	40	Zr			.12	.27	Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	41	Nb	.06				Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce			.11	.12	Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	70	Yb			.59	.61	Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	72	Hf			.24	.44	Experimental	Johnson & Kinzler 1989	Solid-Melt		12-DEC-2000
Peridotite, Basalt	Clinopyroxene	22	Ti			.1	.9	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	37	Rb			.29	3.36	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	38	Sr			.1	.46	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	39	Y			.32	.56	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	40	Zr			.06	.83	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	41	Nb			.05	1.24	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	57	La			.03	.09	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	58	Ce			.05	.14	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	60	Nd			.11	.27	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	62	Sm			.18	.4	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	66	Dy			.31	.55	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	68	Er			.34	.56	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Peridotite, Basalt	Clinopyroxene	70	Yb			.32	.53	Calculated	Johnson & Schwab 2004	Solid-Melt		08-DEC-2008
Synthetic Di-An-Ab	Clinopyroxene	11	Na			.055	.059	Experimental	Jones & Burnett 1987	Solid-Melt		12-DEC-2000
Synthetic Di-An-Ab	Clinopyroxene	13	Al	.17				Experimental	Jones & Burnett 1987	Solid-Melt		12-DEC-2000
Synthetic Di-An-Ab	Clinopyroxene	62	Sm			.26	.31	Experimental	Jones & Burnett 1987	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	11	Na			.035	.13	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	13	Al			.1	.37	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	20	Ca			1.9	3.5	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	22	Ti			.43	1.9	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	24	Cr			8.1	36	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	25	Mn			1.1	1.9	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	26	Fe			.83	1.32	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	38	Sr			.224	.338	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	39	Y			.369	1.01	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	40	Zr			.186	.83	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	57	La			.085	.334	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	58	Ce			.149	.406	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	60	Nd			.19	.548	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	62	Sm			.252	.601	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	63	Eu			.277	.493	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	64	Gd			.293	.869	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	66	Dy			.34	.931	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	68	Er			.341	1.035	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene	70	Yb			.302	.79	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	13	Al			.008	.023	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	20	Ca			.025	.055	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	22	Ti			.045	.15	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	24	Cr			2.8	10.8	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	25	Mn			.34	.8	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	26	Fe			.78	.87	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	38	Sr			.002	.006	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	39	Y			.004	.008	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	40	Zr			.001	.004	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	57	La			.001	.002	Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	58	Ce	.001				Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	60	Nd	.001				Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	66	Dy	.004				Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	68	Er	.004				Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Chondritic Basalt	Clinopyroxene-Enstatite	70	Yb	.012				Phenocryst-Matrix	Jones & Layne 1997	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	19	K	.007				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	38	Sr	.13				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	40	Zr	.12				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	41	Nb	.008				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	57	La	.05				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Basalt	Clinopyroxene	58	Ce	.08				Phenocryst-Matrix, Experimental	Keleman & Dunn 1992	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	22	Ti			.81	2.02	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	23	V			1.68	2.93	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	38	Sr			.08	.11	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	39	Y			.22	.37	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	40	Zr			.14	.81	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	41	Nb			.07	.13	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	55	Cs			.033	.27	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	57	La			.08	.09	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	58	Ce			.11	.12	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	59	Pr			.097	.19	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	60	Nd	.13				Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	62	Sm			.16	.28	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	63	Eu			.17	.35	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	65	Tb			.26	.32	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	67	Ho			.35	.48	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	71	Lu	.16				Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Carbonatite	Clinopyroxene	72	Hf			.15	.16	Experimental	Klemme et al. 1995	Solid-Melt		12-DEC-2000
Synthetic Basalt	Clinopyroxene	3	Li	.75	.05			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	4	Be	.11	.01			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	5	B	.036	.03			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	15	P	.16	.06			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	19	K	.007	.001			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	22	Ti	.36	.04			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	37	Rb	.0035	.0005			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	38	Sr	.08	.05			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	39	Y	.58	.04			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	40	Zr	.093	.01			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	41	Nb	.021	.005			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	55	Cs	.0025	.0002			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	56	Ba	.0019	.0001			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	57	La	.0339	.0042			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	58	Ce	.064	.009			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	59	Pr	.11	.01			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	62	Sm	.3	.04			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	64	Gd	.44	.01			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	71	Lu	.63	.24			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	72	Hf	.17	.1			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	73	Ta	.012	.005			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	82	Pb	.13	.005			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	90	Th	.007	.001			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Synthetic Basalt	Clinopyroxene	92	U	.008	.002			Experimental	Klemme et al. 2002	Solid-Melt		08-DEC-2008
Per-Alkaline Trachyte	Clinopyroxene	37	Rb			.015	.017	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	38	Sr	.25				Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	39	Y			.66	1.12	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	40	Zr			.235	.382	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	41	Nb			.025	.029	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	41	Nb	.121				Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	55	Cs			.026	.048	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	56	Ba			.009	.024	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	57	La			.296	.423	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	58	Ce			.458	.578	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	59	Pr			.635	1.012	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	60	Nd			.769	1.31	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	62	Sm			.87	1.38	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	63	Eu			.702	1.2	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	64	Gd			.778	1.24	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	65	Tb			.758	1.33	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	66	Dy			.764	1.09	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	67	Ho			.712	1.13	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	68	Er			.615	.922	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	70	Yb			.831	1.03	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	72	Hf			.395	.589	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	82	Pb			.102	.126	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
Per-Alkaline Trachyte	Clinopyroxene	90	Th			.019	.038	Phenocryst-Matrix	Larsen 1979	Solid-Melt		12-DEC-2000
